Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches
Kepa Arrizabalaga,es ESP,GK,24,33,33,"2,970",33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Mason Mount,eng ENG,"MF,FW",20,37,32,"2,867",31.9,7,5,12,7,0,0,3,0,6.4,6.4,5.4,11.8,101,138,221,0.22,0.16,0.38,0.22,0.38,0.20,0.17,0.37,0.20,0.37,Matches
Willian,br BRA,"FW,MF",30,36,29,"2,600",28.9,9,7,16,5,4,4,4,0,7.6,4.5,7.7,12.1,189,173,294,0.31,0.24,0.55,0.17,0.42,0.26,0.27,0.53,0.16,0.42,Matches
Jorginho,it ITA,MF,27,31,27,"2,379",26.4,4,2,6,1,3,3,10,0,3.2,0.9,2.8,3.7,24,218,29,0.15,0.08,0.23,0.04,0.11,0.12,0.11,0.23,0.03,0.14,Matches
Kurt Zouma,fr FRA,DF,24,28,25,"2,344",26.0,0,0,0,0,0,0,6,0,1.2,1.2,0.2,1.3,16,108,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
Tammy Abraham,eng ENG,FW,21,34,25,"2,215",24.6,15,3,18,15,0,0,2,0,16.4,16.4,2.7,19.0,31,34,134,0.61,0.12,0.73,0.61,0.73,0.67,0.11,0.77,0.67,0.77,Matches
Mateo Kovačić,hr CRO,MF,25,31,23,"2,073",23.0,1,3,4,1,0,0,8,0,0.9,0.9,1.8,2.7,72,215,31,0.04,0.13,0.17,0.04,0.17,0.04,0.08,0.12,0.04,0.12,Matches
Andreas Christensen,dk DEN,DF,23,21,21,"1,751",19.5,0,0,0,0,0,0,5,0,0.5,0.5,0.9,1.4,17,75,1,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07,Matches
N'Golo Kanté,fr FRA,MF,28,22,20,"1,732",19.2,3,0,3,3,0,0,4,0,1.4,1.4,1.5,2.9,41,132,63,0.16,0.00,0.16,0.16,0.16,0.07,0.08,0.15,0.07,0.15,Matches
Christian Pulisic,us USA,FW,20,25,19,"1,722",19.1,9,4,13,9,0,0,0,0,9.0,9.0,3.6,12.6,107,73,188,0.47,0.21,0.68,0.47,0.68,0.47,0.19,0.66,0.47,0.66,Matches
Antonio Rüdiger,de GER,DF,26,20,19,"1,710",19.0,2,0,2,2,0,0,3,0,0.9,0.9,0.6,1.5,11,99,0,0.11,0.00,0.11,0.11,0.11,0.05,0.03,0.08,0.05,0.08,Matches
Reece James,eng ENG,DF,19,24,16,"1,515",16.8,0,2,2,0,0,0,1,0,0.8,0.8,2.7,3.5,43,98,115,0.00,0.12,0.12,0.00,0.12,0.04,0.16,0.21,0.04,0.21,Matches
Marcos Alonso,es ESP,DF,28,18,15,"1,430",15.9,4,2,6,4,0,0,4,0,2.6,2.6,2.6,5.2,62,69,155,0.25,0.13,0.38,0.25,0.38,0.16,0.17,0.33,0.16,0.33,Matches
Fikayo Tomori,eng ENG,DF,21,15,15,"1,291",14.3,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.6,14,50,4,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Matches
Ross Barkley,eng ENG,MF,25,21,13,"1,103",12.3,1,4,5,1,0,0,0,0,2.7,2.7,2.3,5.1,46,64,63,0.08,0.33,0.41,0.08,0.41,0.22,0.19,0.41,0.22,0.41,Matches
Emerson Palmieri,it ITA,DF,24,15,13,"1,024",11.4,0,0,0,0,0,0,3,0,1.1,1.1,1.3,2.4,39,37,87,0.00,0.00,0.00,0.00,0.00,0.10,0.12,0.21,0.10,0.21,Matches
Olivier Giroud,fr FRA,FW,32,18,12,993,11.0,8,0,8,8,0,0,1,0,7.3,7.3,0.9,8.2,6,7,59,0.73,0.00,0.73,0.73,0.73,0.66,0.08,0.74,0.66,0.74,Matches
Pedro,es ESP,"FW,MF",32,11,8,661,7.3,1,1,2,1,0,0,1,0,2.0,2.0,0.9,2.9,24,41,52,0.14,0.14,0.27,0.14,0.27,0.27,0.13,0.40,0.27,0.40,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",18,22,7,863,9.6,1,5,6,1,0,0,1,0,1.9,1.9,2.0,4.0,63,43,116,0.10,0.52,0.63,0.10,0.63,0.20,0.21,0.41,0.20,0.41,Matches
Willy Caballero,ar ARG,GK,37,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ruben Loftus-Cheek,eng ENG,"MF,FW",23,7,2,208,2.3,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,4,15,11,0.00,0.43,0.43,0.00,0.43,0.21,0.18,0.39,0.21,0.39,Matches
Billy Gilmour,sct SCO,MF,18,6,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,4,11,3,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
Michy Batshuayi,be BEL,FW,25,16,1,239,2.7,1,1,2,1,0,0,0,0,2.4,2.4,0.2,2.6,8,1,22,0.38,0.38,0.75,0.38,0.75,0.92,0.06,0.98,0.92,0.98,Matches
Tariq Lamptey,gh GHA,DF,18,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches
Faustino Anjorin,eng ENG,FW,17,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
Armando Broja,al ALB,FW,17,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Lewis Bate,eng ENG,MF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Marc Guéhi,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kenedy,br BRA,"FW,MF",23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mason Mount,eng ENG,MF,21,36,32,"2,890",32.1,6,5,11,5,1,1,2,0,6.3,5.5,8.2,13.7,131,233,225,0.19,0.16,0.34,0.16,0.31,0.20,0.26,0.45,0.17,0.43,Matches
Edouard Mendy,sn SEN,GK,28,31,31,"2,745",30.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Timo Werner,de GER,"FW,MF",24,35,29,"2,602",28.9,6,8,14,6,0,0,2,0,11.4,11.4,5.6,17.0,103,69,238,0.21,0.28,0.48,0.21,0.48,0.39,0.19,0.59,0.39,0.59,Matches
Ben Chilwell,eng ENG,DF,23,27,27,"2,286",25.4,3,5,8,3,0,0,3,0,2.4,2.4,2.4,4.9,94,111,186,0.12,0.20,0.31,0.12,0.31,0.10,0.10,0.19,0.10,0.19,Matches
Reece James,eng ENG,DF,20,32,25,"2,373",26.4,1,2,3,1,0,0,3,0,1.6,1.6,3.5,5.0,80,128,204,0.04,0.08,0.11,0.04,0.11,0.06,0.13,0.19,0.06,0.19,Matches
César Azpilicueta,es ESP,DF,30,26,24,"2,188",24.3,1,2,3,1,0,0,5,1,0.7,0.7,2.5,3.2,37,135,83,0.04,0.08,0.12,0.04,0.12,0.03,0.10,0.13,0.03,0.13,Matches
N'Golo Kanté,fr FRA,MF,29,30,24,"2,146",23.8,0,2,2,0,0,0,7,0,0.6,0.6,1.3,1.9,38,116,39,0.00,0.08,0.08,0.00,0.08,0.02,0.05,0.08,0.02,0.08,Matches
Jorginho,it ITA,MF,28,28,23,"2,010",22.3,7,1,8,0,7,9,2,0,7.3,0.2,1.7,1.8,16,145,14,0.31,0.04,0.36,0.00,0.04,0.33,0.07,0.40,0.01,0.08,Matches
Thiago Silva,br BRA,DF,35,23,23,"1,935",21.5,2,0,2,2,0,0,5,1,1.7,1.7,0.3,2.0,6,82,1,0.09,0.00,0.09,0.09,0.09,0.08,0.01,0.09,0.08,0.09,Matches
Kurt Zouma,fr FRA,DF,25,24,22,"2,029",22.5,5,0,5,5,0,0,3,0,2.0,2.0,0.1,2.1,14,74,8,0.22,0.00,0.22,0.22,0.22,0.09,0.00,0.09,0.09,0.09,Matches
Mateo Kovačić,hr CRO,MF,26,27,21,"1,815",20.2,0,1,1,0,0,0,4,0,1.0,1.0,1.7,2.7,51,189,37,0.00,0.05,0.05,0.00,0.05,0.05,0.08,0.13,0.05,0.13,Matches
Antonio Rüdiger,de GER,DF,27,19,19,"1,710",19.0,1,0,1,1,0,0,0,0,1.3,1.3,0.4,1.7,24,71,6,0.05,0.00,0.05,0.05,0.05,0.07,0.02,0.09,0.07,0.09,Matches
Christian Pulisic,us USA,"FW,MF",21,27,18,"1,738",19.3,4,2,6,4,0,0,2,0,6.1,6.1,2.8,8.9,86,82,160,0.21,0.10,0.31,0.21,0.31,0.32,0.15,0.46,0.32,0.46,Matches
Kai Havertz,de GER,"MF,FW",21,27,18,"1,520",16.9,4,3,7,4,0,0,2,0,5.5,5.5,1.3,6.8,47,74,133,0.24,0.18,0.41,0.24,0.41,0.33,0.08,0.40,0.33,0.40,Matches
Andreas Christensen,dk DEN,DF,24,17,15,"1,371",15.2,0,0,0,0,0,0,2,1,0.1,0.1,0.3,0.4,7,43,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
Hakim Ziyech,ma MAR,"MF,FW",27,23,15,"1,172",13.0,2,3,5,2,0,0,3,0,1.9,1.9,3.6,5.5,27,91,108,0.15,0.23,0.38,0.15,0.38,0.14,0.28,0.42,0.14,0.42,Matches
Tammy Abraham,eng ENG,FW,22,22,12,"1,040",11.6,6,1,7,6,0,0,0,0,5.9,5.9,0.7,6.6,12,11,66,0.52,0.09,0.61,0.52,0.61,0.51,0.06,0.57,0.51,0.57,Matches
Marcos Alonso,es ESP,DF,29,13,11,960,10.7,2,0,2,2,0,0,2,0,1.8,1.8,1.3,3.2,24,42,74,0.19,0.00,0.19,0.19,0.19,0.17,0.13,0.30,0.17,0.30,Matches
Callum Hudson-Odoi,eng ENG,"FW,DF",19,23,10,"1,059",11.8,2,3,5,2,0,0,0,0,1.3,1.3,2.8,4.1,89,75,155,0.17,0.25,0.42,0.17,0.42,0.11,0.24,0.35,0.11,0.35,Matches
Olivier Giroud,fr FRA,FW,33,17,8,748,8.3,4,0,4,4,0,0,1,0,4.2,4.2,1.1,5.3,0,5,40,0.48,0.00,0.48,0.48,0.48,0.51,0.13,0.64,0.51,0.64,Matches
Kepa Arrizabalaga,es ESP,GK,25,7,6,585,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Billy Gilmour,sct SCO,MF,19,5,3,261,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,3,18,1,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.07,0.02,0.07,Matches
Willy Caballero,ar ARG,GK,38,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ruben Loftus-Cheek,eng ENG,FW,24,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Emerson Palmieri,it ITA,DF,25,2,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Fikayo Tomori,eng ENG,DF,22,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ross Barkley,eng ENG,"FW,MF",26,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,1,0.00,0.00,0.00,0.00,0.00,0.05,0.19,0.24,0.05,0.24,Matches
Faustino Anjorin,eng ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Valentino Livramento,eng ENG,"DF,MF",17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Karlo Ziger,hr CRO,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Edouard Mendy,sn SEN,GK,29,34,34,"3,060",34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Antonio Rüdiger,de GER,DF,28,34,34,"3,035",33.7,3,0,3,3,0,0,9,0,2.3,2.3,0.7,3.0,54,188,21,0.09,0.00,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09,Matches
Thiago Silva,br BRA,DF,36,32,28,"2,650",29.4,3,0,3,3,0,0,2,0,0.9,0.9,0.2,1.1,14,145,2,0.10,0.00,0.10,0.10,0.10,0.03,0.01,0.04,0.03,0.04,Matches
Mason Mount,eng ENG,MF,22,32,27,"2,363",26.3,11,10,21,10,1,1,4,0,8.0,7.2,6.7,14.0,92,164,276,0.42,0.38,0.80,0.38,0.76,0.31,0.26,0.56,0.28,0.53,Matches
Jorginho,it ITA,MF,29,29,26,"2,273",25.3,6,2,8,0,6,7,5,0,5.8,0.3,2.7,3.0,18,178,19,0.24,0.08,0.32,0.00,0.08,0.23,0.11,0.34,0.01,0.12,Matches
Marcos Alonso,es ESP,DF,30,28,25,"2,167",24.1,4,4,8,4,0,0,8,0,2.8,2.8,4.5,7.3,51,93,192,0.17,0.17,0.33,0.17,0.33,0.12,0.19,0.30,0.12,0.30,Matches
César Azpilicueta,es ESP,DF,31,27,24,"2,070",23.0,1,2,3,1,0,0,3,0,0.9,0.9,1.8,2.6,49,138,132,0.04,0.09,0.13,0.04,0.13,0.04,0.08,0.11,0.04,0.11,Matches
Reece James,eng ENG,DF,21,26,22,"1,864",20.7,5,9,14,5,0,0,4,1,3.1,3.1,5.9,9.1,52,149,203,0.24,0.43,0.68,0.24,0.68,0.15,0.29,0.44,0.15,0.44,Matches
Kai Havertz,de GER,"FW,MF",22,29,22,"1,809",20.1,8,3,11,8,0,0,3,0,8.7,8.7,2.2,10.9,64,62,203,0.40,0.15,0.55,0.40,0.55,0.43,0.11,0.54,0.43,0.54,Matches
N'Golo Kanté,fr FRA,MF,30,26,21,"1,773",19.7,2,4,6,2,0,0,2,0,1.5,1.5,2.1,3.6,72,159,62,0.10,0.20,0.30,0.10,0.30,0.08,0.11,0.19,0.08,0.19,Matches
Andreas Christensen,dk DEN,DF,25,19,17,"1,496",16.6,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,14,81,5,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
Trevoh Chalobah,eng ENG,DF,22,20,17,"1,449",16.1,3,1,4,3,0,0,2,0,1.1,1.1,0.3,1.4,24,88,14,0.19,0.06,0.25,0.19,0.25,0.07,0.02,0.09,0.07,0.09,Matches
Romelu Lukaku,be BEL,FW,28,26,16,"1,589",17.7,8,0,8,7,1,1,1,0,6.6,5.8,3.0,8.8,29,19,125,0.45,0.00,0.45,0.40,0.40,0.38,0.17,0.54,0.33,0.50,Matches
Mateo Kovačić,hr CRO,MF,27,25,16,"1,558",17.3,2,5,7,2,0,0,4,0,1.6,1.6,3.2,4.7,42,135,37,0.12,0.29,0.40,0.12,0.40,0.09,0.18,0.27,0.09,0.27,Matches
Timo Werner,de GER,"FW,MF",25,21,15,"1,283",14.3,4,1,5,4,0,0,1,0,6.8,6.8,0.3,7.1,46,18,144,0.28,0.07,0.35,0.28,0.35,0.48,0.02,0.50,0.48,0.50,Matches
Hakim Ziyech,ma MAR,"MF,FW",28,23,14,"1,319",14.7,4,3,7,4,0,0,3,0,3.4,3.4,2.9,6.3,50,88,142,0.27,0.20,0.48,0.27,0.48,0.23,0.20,0.43,0.23,0.43,Matches
Ruben Loftus-Cheek,eng ENG,"MF,DF",25,24,13,"1,394",15.5,0,2,2,0,0,0,1,0,1.2,1.2,2.4,3.6,69,108,53,0.00,0.13,0.13,0.00,0.13,0.08,0.16,0.24,0.08,0.24,Matches
Christian Pulisic,us USA,"MF,FW",22,22,13,"1,290",14.3,6,2,8,6,0,0,2,0,4.9,4.9,1.3,6.2,44,38,108,0.42,0.14,0.56,0.42,0.56,0.34,0.09,0.43,0.34,0.43,Matches
Callum Hudson-Odoi,eng ENG,"MF,FW",20,15,11,962,10.7,1,2,3,1,0,0,1,0,2.5,2.5,2.1,4.6,67,41,102,0.09,0.19,0.28,0.09,0.28,0.23,0.20,0.43,0.23,0.43,Matches
Malang Sarr,fr FRA,DF,22,8,6,546,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,9,23,15,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
Ben Chilwell,eng ENG,DF,24,7,6,542,6.0,3,1,4,3,0,0,0,0,0.9,0.9,0.8,1.7,14,18,46,0.50,0.17,0.66,0.50,0.66,0.15,0.13,0.28,0.15,0.28,Matches
Saúl Ñíguez,es ESP,"DF,MF",26,10,5,480,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.9,4,15,27,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.16,0.07,0.16,Matches
Kepa Arrizabalaga,es ESP,GK,26,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ross Barkley,eng ENG,"MF,FW",27,6,1,179,2.0,1,0,1,1,0,0,0,0,1.0,1.0,0.5,1.5,14,14,17,0.50,0.00,0.50,0.50,0.50,0.49,0.24,0.73,0.49,0.73,Matches
