Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches
Sonny Perkins,eng ENG,MF,17,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Daniel Chesters,eng ENG,MF,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Alex Král,cz CZE,MF,23,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Ajibola Alese,eng ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jamal Baptiste,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Conor Coventry,ie IRL,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Pierre Ekwah Elimby,fr FRA,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Armstrong Okoflex,ie IRL,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Darren Randolph,ie IRL,GK,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Declan Rice,eng ENG,MF,23,37,36,"3,273",36.4,4,1,5,4,0,1,5,0,2.4,1.6,3.2,4.8,88,240,37,0.11,0.03,0.14,0.11,0.14,0.07,0.09,0.15,0.04,0.13,Matches
Jarrod Bowen,eng ENG,"FW,MF",25,38,36,"3,233",35.9,6,5,11,5,1,2,2,0,8.9,7.8,7.4,15.2,102,72,213,0.17,0.14,0.31,0.14,0.28,0.25,0.20,0.45,0.22,0.42,Matches
Łukasz Fabiański,pl POL,GK,37,36,36,"3,111",34.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Tomáš Souček,cz CZE,MF,27,36,32,"2,815",31.3,2,3,5,2,0,0,3,0,4.0,4.0,1.9,6.0,11,88,52,0.06,0.10,0.16,0.06,0.16,0.13,0.06,0.19,0.13,0.19,Matches
Lucas Paquetá,br BRA,MF,24,28,27,"2,151",23.9,4,3,7,3,1,1,5,0,4.4,3.6,2.5,6.1,25,147,63,0.17,0.13,0.29,0.13,0.25,0.18,0.10,0.29,0.15,0.25,Matches
Thilo Kehrer,de GER,DF,25,27,25,"2,230",24.8,0,2,2,0,0,0,4,0,0.5,0.5,0.6,1.1,15,60,29,0.00,0.08,0.08,0.00,0.08,0.02,0.03,0.04,0.02,0.04,Matches
Aaron Cresswell,eng ENG,DF,32,28,24,"2,235",24.8,0,1,1,0,0,0,3,0,0.3,0.3,3.7,4.0,35,145,82,0.00,0.04,0.04,0.00,0.04,0.01,0.15,0.16,0.01,0.16,Matches
Vladimír Coufal,cz CZE,DF,29,27,24,"2,136",23.7,0,1,1,0,0,0,5,0,0.3,0.3,2.5,2.7,53,82,109,0.00,0.04,0.04,0.00,0.04,0.01,0.10,0.11,0.01,0.11,Matches
Kurt Zouma,fr FRA,DF,27,25,24,"1,989",22.1,2,0,2,2,0,0,0,0,2.2,2.2,0.1,2.3,3,31,1,0.09,0.00,0.09,0.09,0.09,0.10,0.00,0.10,0.10,0.10,Matches
Saïd Benrahma,dz ALG,"FW,MF",26,35,22,"2,069",23.0,6,3,9,2,4,4,0,0,7.0,3.9,4.5,8.4,109,82,237,0.26,0.13,0.39,0.09,0.22,0.31,0.20,0.50,0.17,0.36,Matches
Michail Antonio,jm JAM,FW,32,33,21,"1,829",20.3,5,3,8,5,0,0,2,0,6.6,6.6,1.3,7.8,49,27,120,0.25,0.15,0.39,0.25,0.39,0.32,0.06,0.38,0.32,0.38,Matches
Nayef Aguerd,ma MAR,DF,26,18,17,"1,595",17.7,2,0,2,2,0,0,4,0,2.2,2.2,0.5,2.7,2,25,4,0.11,0.00,0.11,0.11,0.11,0.13,0.03,0.15,0.13,0.15,Matches
Pablo Fornals,es ESP,"FW,MF",26,32,17,"1,503",16.7,3,1,4,3,0,0,0,0,2.2,2.2,1.7,3.9,33,89,101,0.18,0.06,0.24,0.18,0.24,0.13,0.10,0.24,0.13,0.24,Matches
Emerson Palmieri,it ITA,DF,27,22,16,"1,320",14.7,1,0,1,1,0,0,2,0,0.8,0.8,0.9,1.7,38,45,57,0.07,0.00,0.07,0.07,0.07,0.05,0.06,0.12,0.05,0.12,Matches
Angelo Ogbonna,it ITA,DF,34,16,13,"1,237",13.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0,11,2,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches
Gianluca Scamacca,it ITA,FW,23,16,11,926,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13,17,48,0.29,0.00,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31,Matches
Ben Johnson,eng ENG,DF,22,17,9,866,9.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,15,37,22,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
Craig Dawson,eng ENG,DF,32,8,8,720,8.0,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,0,18,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
Danny Ings,eng ENG,FW,30,17,7,775,8.6,2,2,4,2,0,0,1,0,3.0,3.0,1.0,4.0,9,12,44,0.23,0.23,0.46,0.23,0.46,0.35,0.12,0.47,0.35,0.47,Matches
Flynn Downes,eng ENG,MF,23,21,7,762,8.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,3,22,11,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
