date,start_time,comp,round,dayofweek,venue,result,goals_for,goals_against,opponent,xg_for,xg_against,possession,attendance,captain,formation,referee,match_report,Notes
2023-10-29,15:30 (08:30),Premier League,Matchweek 10,Sun,Away,W,3,0,Manchester Utd,4.0,0.9,60,"73,502",Kyle Walker,4-2-3-1,Paul Tierney,Match Report,
2023-11-04,15:00 (08:00),Premier League,Matchweek 11,Sat,Home,W,6,1,Bournemouth,1.9,0.9,65,"53,358",Kyle Walker,3-4-3,Craig Pawson,Match Report,
2023-11-07,20:00 (13:00),Champions Lg,Group stage,Tue,Home,W,3,0,ch Young Boys,3.4,0.0,72,"51,049",Kyle Walker,3-2-4-1,Erik Lambrechts,Match Report,
2023-11-12,16:30 (09:30),Premier League,Matchweek 12,Sun,Away,D,4,4,Chelsea,2.9,2.9,55,"39,532",Kyle Walker,3-2-4-1,Anthony Taylor,Match Report,
2023-11-25,12:30 (05:30),Premier League,Matchweek 13,Sat,Home,D,1,1,Liverpool,1.3,0.6,59,"53,289",Kyle Walker,3-2-4-1,Chris Kavanagh,Match Report,
2023-11-28,20:00 (13:00),Champions Lg,Group stage,Tue,Home,W,3,2,de RB Leipzig,1.8,0.5,70,"51,402",Kyle Walker,3-2-4-1,Glenn Nyberg,Match Report,
2023-12-03,16:30 (09:30),Premier League,Matchweek 14,Sun,Home,D,3,3,Tottenham,2.6,0.5,55,"53,473",Kyle Walker,3-2-4-1,Simon Hooper,Match Report,
2023-12-06,20:15 (13:15),Premier League,Matchweek 15,Wed,Away,L,0,1,Aston Villa,0.6,2.3,54,"41,421",Kyle Walker,3-2-4-1,John Brooks,Match Report,
2023-12-10,14:00 (07:00),Premier League,Matchweek 16,Sun,Away,W,2,1,Luton Town,1.6,0.3,65,"11,047",Kyle Walker,4-2-3-1,Tim Robinson,Match Report,
2023-12-13,18:45 (10:45),Champions Lg,Group stage,Wed,Away,W,3,2,rs Red Star,1.4,1.1,68,"49,443",John Stones,4-2-3-1,Əliyar Ağayev,Match Report,
2023-12-16,15:00 (08:00),Premier League,Matchweek 17,Sat,Home,D,2,2,Crystal Palace,1.6,1.8,74,"53,248",Kyle Walker,4-2-3-1,Paul Tierney,Match Report,
2023-12-23,,Premier League,Matchweek 18,Sat,Home,,,,Brentford,,,,,,,,,Match Postponed
2023-12-27,20:15 (13:15),Premier League,Matchweek 19,Wed,Away,W,3,1,Everton,2.4,1.0,72,"39,327",Kyle Walker,4-2-3-1,John Brooks,Match Report,
2023-12-30,15:00 (08:00),Premier League,Matchweek 20,Sat,Home,W,2,0,Sheffield Utd,2.3,0.3,81,,Kyle Walker,4-2-3-1,David Coote,Match Report,
2024-01-07,14:00 (07:00),FA Cup,Third round proper,Sun,Home,,,,Huddersfield,,,,,,,,Head-to-Head,
,,,,,,,,,,,,,,,,,,
2024-01-13,17:30 (10:30),Premier League,Matchweek 21,Sat,Away,,,,Newcastle Utd,,,,,,,,Head-to-Head,
2024-01-31,19:30 (12:30),Premier League,Matchweek 22,Wed,Home,,,,Burnley,,,,,,,,Head-to-Head,
2024-02-05,20:00 (13:00),Premier League,Matchweek 23,Mon,Away,,,,Brentford,,,,,,,,Head-to-Head,
2024-02-10,12:30 (05:30),Premier League,Matchweek 24,Sat,Home,,,,Everton,,,,,,,,Head-to-Head,
2024-02-13,21:00 (13:00),Champions Lg,Round of 16,Tue,Away,,,,dk FC Copenhagen,,,,,,,,Head-to-Head,Leg 1 of 2
2024-02-17,17:30 (10:30),Premier League,Matchweek 25,Sat,Home,,,,Chelsea,,,,,,,,Head-to-Head,
2024-02-24,17:30 (10:30),Premier League,Matchweek 26,Sat,Away,,,,Bournemouth,,,,,,,,Head-to-Head,
2024-03-02,15:00 (08:00),Premier League,Matchweek 27,Sat,Home,,,,Manchester Utd,,,,,,,,Head-to-Head,
2024-03-06,20:00 (13:00),Champions Lg,Round of 16,Wed,Home,,,,dk FC Copenhagen,,,,,,,,Head-to-Head,Leg 2 of 2
2024-03-09,,Premier League,Matchweek 28,Sat,Away,,,,Liverpool,,,,,,,,Head-to-Head,
2024-03-16,,Premier League,Matchweek 29,Sat,Away,,,,Brighton,,,,,,,,Head-to-Head,
2024-03-30,,Premier League,Matchweek 30,Sat,Home,,,,Arsenal,,,,,,,,Head-to-Head,
2024-04-03,,Premier League,Matchweek 31,Wed,Home,,,,Aston Villa,,,,,,,,Head-to-Head,
2024-04-06,,Premier League,Matchweek 32,Sat,Away,,,,Crystal Palace,,,,,,,,Head-to-Head,
2024-04-13,,Premier League,Matchweek 33,Sat,Home,,,,Luton Town,,,,,,,,Head-to-Head,
2024-04-20,,Premier League,Matchweek 34,Sat,Away,,,,Tottenham,,,,,,,,Head-to-Head,
2024-04-27,,Premier League,Matchweek 35,Sat,Away,,,,Nott'ham Forest,,,,,,,,Head-to-Head,
2024-05-04,,Premier League,Matchweek 36,Sat,Home,,,,Wolves,,,,,,,,Head-to-Head,
2024-05-11,,Premier League,Matchweek 37,Sat,Away,,,,Fulham,,,,,,,,Head-to-Head,
2024-05-19,,Premier League,Matchweek 38,Sun,Home,,,,West Ham,,,,,,,,Head-to-Head,
