date,start_time,comp,round,dayofweek,venue,result,goals_for,goals_against,opponent,xg_for,xg_against,possession,attendance,captain,formation,referee,match_report,Notes
2020-01-10,20:00 (13:00),Premier League,Matchweek 22,Fri,Away,L,0,1,Sheffield Utd,0.7,1.4,53,"30,124",Mark Noble,3-4-3,Michael Oliver,Match Report,
2020-01-18,15:00 (08:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Everton,1.3,1.7,50,"59,915",Mark Noble,4-4-1-1,Andre Marriner,Match Report,
2020-01-22,19:30 (12:30),Premier League,Matchweek 24,Wed,Away,L,1,4,Leicester City,1.6,2.8,33,"31,968",Mark Noble,5-3-2,David Coote,Match Report,
2020-01-25,15:00 (08:00),FA Cup,Fourth round,Sat,Home,L,0,1,West Brom,,,56,"58,911",Pablo Zabaleta,4-2-2-2,Stuart Attwell,Match Report,
2020-01-29,19:45 (12:45),Premier League,Matchweek 18,Wed,Home,L,0,2,Liverpool,0.7,2.8,30,"59,959",Mark Noble,5-4-1,Jonathan Moss,Match Report,
2020-02-01,15:00 (08:00),Premier League,Matchweek 25,Sat,Home,D,3,3,Brighton,0.8,1.9,35,"59,952",Mark Noble,4-1-4-1,Michael Oliver,Match Report,
2020-02-19,19:30 (12:30),Premier League,Matchweek 26,Wed,Away,L,0,2,Manchester City,0.1,2.1,23,"52,159",Mark Noble,5-3-2,Kevin Friend,Match Report,
,,,,,,,,,,,,,,,,,,
2020-02-24,20:00 (13:00),Premier League,Matchweek 27,Mon,Away,L,2,3,Liverpool,0.7,2.4,31,"53,313",Mark Noble,4-2-3-1,Jonathan Moss,Match Report,
2020-02-29,15:00 (08:00),Premier League,Matchweek 28,Sat,Home,W,3,1,Southampton,2.3,0.7,35,"59,962",Mark Noble,4-4-2,Anthony Taylor,Match Report,
2020-03-07,15:00 (08:00),Premier League,Matchweek 29,Sat,Away,L,0,1,Arsenal,1.5,1.2,32,"60,335",Mark Noble,4-4-2,Martin Atkinson,Match Report,
2020-06-20,17:30 (09:30),Premier League,Matchweek 30,Sat,Home,L,0,2,Wolves,0.5,1.0,42,,Mark Noble,4-2-3-1,Anthony Taylor,Match Report,
2020-06-23,20:15 (12:15),Premier League,Matchweek 31,Tue,Away,L,0,2,Tottenham,1.2,2.3,36,,Mark Noble,4-2-3-1,Craig Pawson,Match Report,
2020-07-01,20:15 (12:15),Premier League,Matchweek 32,Wed,Home,W,3,2,Chelsea,2.2,1.6,29,,Declan Rice,4-2-3-1,Martin Atkinson,Match Report,
2020-07-05,14:15 (06:15),Premier League,Matchweek 33,Sun,Away,D,2,2,Newcastle Utd,2.1,1.4,43,,Declan Rice,4-2-3-1,Craig Pawson,Match Report,
2020-07-08,18:00 (10:00),Premier League,Matchweek 34,Wed,Home,L,0,1,Burnley,1.6,0.9,53,,Declan Rice,4-2-3-1,Michael Oliver,Match Report,
2020-07-11,12:30 (04:30),Premier League,Matchweek 35,Sat,Away,W,4,0,Norwich City,3.5,0.6,47,,Mark Noble,4-2-3-1,Kevin Friend,Match Report,
2020-07-17,20:00 (12:00),Premier League,Matchweek 36,Fri,Home,W,3,1,Watford,0.9,1.5,41,,Mark Noble,4-2-3-1,Martin Atkinson,Match Report,
2020-07-22,18:00 (10:00),Premier League,Matchweek 37,Wed,Away,D,1,1,Manchester Utd,1.5,0.6,43,,Mark Noble,4-2-3-1,Paul Tierney,Match Report,
2020-07-26,16:00 (08:00),Premier League,Matchweek 38,Sun,Home,D,1,1,Aston Villa,0.9,1.0,62,,Mark Noble,4-2-3-1,Michael Oliver,Match Report,
2020-09-12,20:00 (12:00),Premier League,Matchweek 1,Sat,Home,L,0,2,Newcastle Utd,1.0,1.6,58,,Mark Noble,4-2-3-1,Stuart Attwell,Match Report,
2020-09-15,19:30 (11:30),EFL Cup,Second round,Tue,Home,W,3,0,Charlton Ath,,,62,,Fabián Balbuena,4-2-3-1,Andre Marriner,Match Report,
2020-09-19,20:00 (12:00),Premier League,Matchweek 2,Sat,Away,L,1,2,Arsenal,2.0,1.1,38,,Declan Rice,5-4-1,Michael Oliver,Match Report,
2020-09-22,19:30 (11:30),EFL Cup,Third round,Tue,Home,W,5,1,Hull City,,,62,,Fabián Balbuena,4-2-3-1,Simon Hooper,Match Report,
2020-09-27,19:00 (11:00),Premier League,Matchweek 3,Sun,Home,W,4,0,Wolves,2.4,0.5,37,,Declan Rice,5-4-1,Martin Atkinson,Match Report,
2020-09-30,19:45 (11:45),EFL Cup,Fourth round,Wed,Away,L,1,4,Everton,,,48,,Mark Noble,4-2-3-1,Darren England,Match Report,
2020-10-04,12:00 (04:00),Premier League,Matchweek 4,Sun,Away,W,3,0,Leicester City,2.0,0.6,31,,Declan Rice,5-4-1,Andy Madley,Match Report,
2020-10-18,16:30 (08:30),Premier League,Matchweek 5,Sun,Away,D,3,3,Tottenham,1.9,1.7,50,,Declan Rice,5-4-1,Paul Tierney,Match Report,
2020-10-24,12:30 (04:30),Premier League,Matchweek 6,Sat,Home,D,1,1,Manchester City,0.3,1.0,31,,Declan Rice,5-4-1,Anthony Taylor,Match Report,
2020-10-31,17:30 (10:30),Premier League,Matchweek 7,Sat,Away,L,1,2,Liverpool,0.3,1.7,28,,Declan Rice,5-4-1,Kevin Friend,Match Report,
2020-11-07,20:00 (13:00),Premier League,Matchweek 8,Sat,Home,W,1,0,Fulham,1.3,1.7,53,,Declan Rice,3-4-3,Robert Jones,Match Report,
2020-11-22,14:00 (07:00),Premier League,Matchweek 9,Sun,Away,W,1,0,Sheffield Utd,2.1,0.9,49,,Declan Rice,3-4-3,Martin Atkinson,Match Report,
2020-11-30,20:00 (13:00),Premier League,Matchweek 10,Mon,Home,W,2,1,Aston Villa,0.4,2.5,34,,Declan Rice,3-4-3,Peter Bankes,Match Report,
2020-12-05,17:30 (10:30),Premier League,Matchweek 11,Sat,Home,L,1,3,Manchester Utd,2.0,1.7,40,"2,000",Declan Rice,3-4-3,Andre Marriner,Match Report,
2020-12-11,20:00 (13:00),Premier League,Matchweek 12,Fri,Away,W,2,1,Leeds United,1.3,1.6,37,,Declan Rice,4-2-3-1,Michael Oliver,Match Report,
2020-12-16,20:00 (13:00),Premier League,Matchweek 13,Wed,Home,D,1,1,Crystal Palace,0.4,1.1,52,,Declan Rice,4-2-3-1,David Coote,Match Report,
2020-12-21,20:00 (13:00),Premier League,Matchweek 14,Mon,Away,L,0,3,Chelsea,0.4,2.0,47,,Mark Noble,4-2-3-1,Chris Kavanagh,Match Report,
2020-12-27,14:15 (07:15),Premier League,Matchweek 15,Sun,Home,D,2,2,Brighton,1.3,1.1,44,,Mark Noble,3-4-1-2,Simon Hooper,Match Report,
2020-12-29,18:00 (11:00),Premier League,Matchweek 16,Tue,Away,D,0,0,Southampton,1.2,0.6,38,,Declan Rice,4-1-4-1,Andy Madley,Match Report,
2021-01-01,17:30 (10:30),Premier League,Matchweek 17,Fri,Away,W,1,0,Everton,1.3,0.4,40,,Declan Rice,4-2-3-1,Kevin Friend,Match Report,
